filename,filepath,filesize,sample_rate,actor,actor_sex,emotion,label
03-01-03-01-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-03-01-02-02-01.wav,415516,48000,1,male,happy,0
03-01-03-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-03-02-01-01-01.wav,412300,48000,1,male,happy,0
03-01-03-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-03-02-01-02-01.wav,409108,48000,1,male,happy,0
03-01-03-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-03-02-02-01-01.wav,437936,48000,1,male,happy,0
03-01-03-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-03-02-02-02-01.wav,437938,48000,1,male,happy,0
03-01-04-01-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-01-01-01-01.wav,428338,48000,1,male,sad,0
03-01-04-01-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-01-01-02-01.wav,402714,48000,1,male,sad,0
03-01-04-01-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-01-02-01-01.wav,396306,48000,1,male,sad,0
03-01-04-01-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-01-02-02-01.wav,383494,48000,1,male,sad,0
03-01-04-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-02-01-01-01.wav,425138,48000,1,male,sad,0
03-01-04-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-02-01-02-01.wav,415530,48000,1,male,sad,0
03-01-04-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-02-02-01-01.wav,418734,48000,1,male,sad,0
03-01-04-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-04-02-02-02-01.wav,418732,48000,1,male,sad,0
03-01-05-01-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-01-01-01-01.wav,431546,48000,1,male,angry,1
03-01-05-01-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-01-01-02-01.wav,437952,48000,1,male,angry,1
03-01-05-01-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-01-02-01-01.wav,396310,48000,1,male,angry,1
03-01-05-01-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-01-02-02-01.wav,418732,48000,1,male,angry,1
03-01-05-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-02-01-01-01.wav,455342,48000,1,male,angry,1
03-01-05-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-02-01-02-01.wav,479606,48000,1,male,angry,1
03-01-05-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-02-02-01-01.wav,457178,48000,1,male,angry,1
03-01-05-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-05-02-02-02-01.wav,486012,48000,1,male,angry,1
03-01-06-01-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-01-01-01-01.wav,412342,48000,1,male,fearful,0
03-01-06-01-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-01-01-02-01.wav,409140,48000,1,male,fearful,0
03-01-06-01-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-01-02-01-01.wav,389916,48000,1,male,fearful,0
03-01-06-01-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-01-02-02-01.wav,415544,48000,1,male,fearful,0
03-01-06-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-02-01-01-01.wav,540470,48000,1,male,fearful,0
03-01-06-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-02-01-02-01.wav,466786,48000,1,male,fearful,0
03-01-06-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-02-02-01-01.wav,441170,48000,1,male,fearful,0
03-01-06-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-06-02-02-02-01.wav,434766,48000,1,male,fearful,0
03-01-07-01-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-01-01-01-01.wav,431554,48000,1,male,disgust,0
03-01-07-01-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-01-01-02-01.wav,434756,48000,1,male,disgust,0
03-01-07-01-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-01-02-01-01.wav,434760,48000,1,male,disgust,0
03-01-07-01-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-01-02-02-01.wav,428354,48000,1,male,disgust,0
03-01-07-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-02-01-01-01.wav,473196,48000,1,male,disgust,0
03-01-07-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-02-01-02-01.wav,453978,48000,1,male,disgust,0
03-01-07-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-02-02-01-01.wav,447572,48000,1,male,disgust,0
03-01-07-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-07-02-02-02-01.wav,479602,48000,1,male,disgust,0
03-01-08-01-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-01-01-01-01.wav,386692,48000,1,male,surprised,0
03-01-08-01-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-01-01-02-01.wav,373882,48000,1,male,surprised,0
03-01-08-01-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-01-02-01-01.wav,399392,48000,1,male,surprised,0
03-01-08-02-01-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-02-01-01-01.wav,389898,48000,1,male,surprised,0
03-01-08-02-01-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-02-01-02-01.wav,402712,48000,1,male,surprised,0
03-01-08-02-02-01-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-02-02-01-01.wav,396306,48000,1,male,surprised,0
03-01-08-02-02-02-01.wav,datasets\RAVDESS\audio\Actor_01\03-01-08-02-02-02-01.wav,373884,48000,1,male,surprised,0
03-01-01-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-01-01-01-01-02.wav,410114,48000,2,female,neutral,0
03-01-01-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-01-01-01-02-02.wav,406912,48000,2,female,neutral,0
03-01-01-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-01-01-02-01-02.wav,422926,48000,2,female,neutral,0
03-01-01-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-01-01-02-02-02.wav,406910,48000,2,female,neutral,0
03-01-02-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-01-01-01-02.wav,429350,48000,2,female,calm,0
03-01-02-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-01-01-02-02.wav,445370,48000,2,female,calm,0
03-01-02-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-01-02-01-02.wav,429354,48000,2,female,calm,0
03-01-02-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-01-02-02-02.wav,442166,48000,2,female,calm,0
03-01-02-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-02-01-01-02.wav,458184,48000,2,female,calm,0
03-01-02-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-02-01-02-02.wav,448574,48000,2,female,calm,0
03-01-02-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-02-02-01-02.wav,454980,48000,2,female,calm,0
03-01-02-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-02-02-02-02-02.wav,454980,48000,2,female,calm,0
03-01-03-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-01-01-01-02.wav,406932,48000,2,female,happy,0
03-01-03-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-01-01-02-02.wav,416540,48000,2,female,happy,0
03-01-03-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-01-02-01-02.wav,422948,48000,2,female,happy,0
03-01-03-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-01-02-02-02.wav,419746,48000,2,female,happy,0
03-01-03-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-02-01-01-02.wav,416542,48000,2,female,happy,0
03-01-03-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-02-01-02-02.wav,413338,48000,2,female,happy,0
03-01-03-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-02-02-01-02.wav,416542,48000,2,female,happy,0
03-01-03-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-03-02-02-02-02.wav,432556,48000,2,female,happy,0
03-01-04-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-01-01-01-02.wav,429334,48000,2,female,sad,0
03-01-04-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-01-01-02-02.wav,422928,48000,2,female,sad,0
03-01-04-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-01-02-01-02.wav,419722,48000,2,female,sad,0
03-01-04-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-01-02-02-02.wav,422928,48000,2,female,sad,0
03-01-04-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-02-01-01-02.wav,419730,48000,2,female,sad,0
03-01-04-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-02-01-02-02.wav,422930,48000,2,female,sad,0
03-01-04-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-02-02-01-02.wav,416524,48000,2,female,sad,0
03-01-04-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-04-02-02-02-02.wav,413322,48000,2,female,sad,0
03-01-05-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-01-01-01-02.wav,413322,48000,2,female,angry,1
03-01-05-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-01-01-02-02.wav,413322,48000,2,female,angry,1
03-01-05-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-01-02-01-02.wav,422930,48000,2,female,angry,1
03-01-05-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-01-02-02-02.wav,426124,48000,2,female,angry,1
03-01-05-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-02-01-01-02.wav,435746,48000,2,female,angry,1
03-01-05-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-02-01-02-02.wav,445354,48000,2,female,angry,1
03-01-05-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-02-02-01-02.wav,445372,48000,2,female,angry,1
03-01-05-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-05-02-02-02-02.wav,445368,48000,2,female,angry,1
03-01-06-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-01-01-01-02.wav,410134,48000,2,female,fearful,0
03-01-06-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-01-01-02-02.wav,419742,48000,2,female,fearful,0
03-01-06-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-01-02-01-02.wav,413336,48000,2,female,fearful,0
03-01-06-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-01-02-02-02.wav,419732,48000,2,female,fearful,0
03-01-06-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-02-01-01-02.wav,426040,48000,2,female,fearful,0
03-01-06-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-02-01-02-02.wav,410126,48000,2,female,fearful,0
03-01-06-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-02-02-01-02.wav,406922,48000,2,female,fearful,0
03-01-06-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-06-02-02-02-02.wav,406928,48000,2,female,fearful,0
03-01-07-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-01-01-01-02.wav,413334,48000,2,female,disgust,0
03-01-07-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-01-01-02-02.wav,408986,48000,2,female,disgust,0
03-01-07-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-01-02-01-02.wav,431722,48000,2,female,disgust,0
03-01-07-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-01-02-02-02.wav,429350,48000,2,female,disgust,0
03-01-07-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-02-01-01-02.wav,458178,48000,2,female,disgust,0
03-01-07-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-02-01-02-02.wav,458178,48000,2,female,disgust,0
03-01-07-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-02-02-01-02.wav,444508,48000,2,female,disgust,0
03-01-07-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-07-02-02-02-02.wav,448570,48000,2,female,disgust,0
03-01-08-01-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-01-01-01-02.wav,400524,48000,2,female,surprised,0
03-01-08-01-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-01-01-02-02.wav,400524,48000,2,female,surprised,0
03-01-08-01-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-01-02-01-02.wav,406930,48000,2,female,surprised,0
03-01-08-01-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-01-02-02-02.wav,400524,48000,2,female,surprised,0
03-01-08-02-01-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-02-01-01-02.wav,419742,48000,2,female,surprised,0
03-01-08-02-01-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-02-01-02-02.wav,422946,48000,2,female,surprised,0
03-01-08-02-02-01-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-02-02-01-02.wav,419744,48000,2,female,surprised,0
03-01-08-02-02-02-02.wav,datasets\RAVDESS\audio\Actor_02\03-01-08-02-02-02-02.wav,426150,48000,2,female,surprised,0
03-01-01-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-01-01-01-01-03.wav,379588,48000,3,male,neutral,0
03-01-01-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-01-01-01-02-03.wav,385994,48000,3,male,neutral,0
03-01-01-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-01-01-02-01-03.wav,385986,48000,3,male,neutral,0
03-01-01-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-01-01-02-02-03.wav,382784,48000,3,male,neutral,0
03-01-02-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-01-01-01-03.wav,418036,48000,3,male,calm,0
03-01-02-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-01-01-02-03.wav,408426,48000,3,male,calm,0
03-01-02-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-01-02-01-03.wav,418038,48000,3,male,calm,0
03-01-02-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-01-02-02-03.wav,430844,48000,3,male,calm,0
03-01-02-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-02-01-01-03.wav,437254,48000,3,male,calm,0
03-01-02-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-02-01-02-03.wav,430848,48000,3,male,calm,0
03-01-02-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-02-02-01-03.wav,446862,48000,3,male,calm,0
03-01-02-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-02-02-02-02-03.wav,434050,48000,3,male,calm,0
03-01-03-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-01-01-01-03.wav,411628,48000,3,male,happy,0
03-01-03-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-01-01-02-03.wav,395612,48000,3,male,happy,0
03-01-03-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-01-02-01-03.wav,386006,48000,3,male,happy,0
03-01-03-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-01-02-02-03.wav,386006,48000,3,male,happy,0
03-01-03-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-02-01-01-03.wav,462882,48000,3,male,happy,0
03-01-03-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-02-01-02-03.wav,472490,48000,3,male,happy,0
03-01-03-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-02-02-01-03.wav,446864,48000,3,male,happy,0
03-01-03-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-03-02-02-02-03.wav,418036,48000,3,male,happy,0
03-01-04-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-01-01-01-03.wav,395608,48000,3,male,sad,0
03-01-04-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-01-01-02-03.wav,392404,48000,3,male,sad,0
03-01-04-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-01-02-01-03.wav,392404,48000,3,male,sad,0
03-01-04-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-01-02-02-03.wav,389202,48000,3,male,sad,0
03-01-04-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-02-01-01-03.wav,411624,48000,3,male,sad,0
03-01-04-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-02-01-02-03.wav,418022,48000,3,male,sad,0
03-01-04-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-02-02-01-03.wav,382794,48000,3,male,sad,0
03-01-04-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-04-02-02-02-03.wav,405216,48000,3,male,sad,0
03-01-05-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-01-01-01-03.wav,434044,48000,3,male,angry,1
03-01-05-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-01-01-02-03.wav,440442,48000,3,male,angry,1
03-01-05-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-01-02-01-03.wav,414826,48000,3,male,angry,1
03-01-05-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-01-02-02-03.wav,418028,48000,3,male,angry,1
03-01-05-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-02-01-01-03.wav,472488,48000,3,male,angry,1
03-01-05-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-02-01-02-03.wav,472490,48000,3,male,angry,1
03-01-05-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-02-02-01-03.wav,456466,48000,3,male,angry,1
03-01-05-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-05-02-02-02-03.wav,482098,48000,3,male,angry,1
03-01-06-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-01-01-01-03.wav,408426,48000,3,male,fearful,0
03-01-06-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-01-01-02-03.wav,418038,48000,3,male,fearful,0
03-01-06-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-01-02-01-03.wav,386002,48000,3,male,fearful,0
03-01-06-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-01-02-02-03.wav,357174,48000,3,male,fearful,0
03-01-06-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-02-01-01-03.wav,366788,48000,3,male,fearful,0
03-01-06-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-02-01-02-03.wav,424444,48000,3,male,fearful,0
03-01-06-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-02-02-01-03.wav,366788,48000,3,male,fearful,0
03-01-06-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-06-02-02-02-03.wav,379600,48000,3,male,fearful,0
03-01-07-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-01-01-01-03.wav,437258,48000,3,male,disgust,0
03-01-07-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-01-01-02-03.wav,430852,48000,3,male,disgust,0
03-01-07-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-01-02-01-03.wav,395616,48000,3,male,disgust,0
03-01-07-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-01-02-02-03.wav,411632,48000,3,male,disgust,0
03-01-07-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-02-01-01-03.wav,443664,48000,3,male,disgust,0
03-01-07-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-02-01-02-03.wav,443664,48000,3,male,disgust,0
03-01-07-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-02-02-01-03.wav,418038,48000,3,male,disgust,0
03-01-07-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-07-02-02-02-03.wav,427648,48000,3,male,disgust,0
03-01-08-01-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-01-01-01-03.wav,360378,48000,3,male,surprised,0
03-01-08-01-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-01-01-02-03.wav,373194,48000,3,male,surprised,0
03-01-08-01-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-01-02-01-03.wav,357176,48000,3,male,surprised,0
03-01-08-01-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-01-02-02-03.wav,392410,48000,3,male,surprised,0
03-01-08-02-01-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-02-01-01-03.wav,363584,48000,3,male,surprised,0
03-01-08-02-01-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-02-01-02-03.wav,395616,48000,3,male,surprised,0
03-01-08-02-02-01-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-02-02-01-03.wav,386006,48000,3,male,surprised,0
03-01-08-02-02-02-03.wav,datasets\RAVDESS\audio\Actor_03\03-01-08-02-02-02-03.wav,360380,48000,3,male,surprised,0
03-01-01-01-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-01-01-01-01-04.wav,374522,48000,4,female,neutral,0
03-01-01-01-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-01-01-01-02-04.wav,380930,48000,4,female,neutral,0
03-01-01-01-02-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-01-01-02-01-04.wav,371330,48000,4,female,neutral,0
03-01-01-01-02-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-01-01-02-02-04.wav,368126,48000,4,female,neutral,0
03-01-02-01-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-01-01-01-04.wav,422580,48000,4,female,calm,0
03-01-02-01-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-01-01-02-04.wav,416178,48000,4,female,calm,0
03-01-02-01-02-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-01-02-01-04.wav,406570,48000,4,female,calm,0
03-01-02-01-02-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-01-02-02-04.wav,400164,48000,4,female,calm,0
03-01-02-02-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-02-01-01-04.wav,438600,48000,4,female,calm,0
03-01-02-02-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-02-01-02-04.wav,421442,48000,4,female,calm,0
03-01-02-02-02-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-02-02-01-04.wav,422584,48000,4,female,calm,0
03-01-02-02-02-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-02-02-02-02-04.wav,445008,48000,4,female,calm,0
03-01-03-01-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-01-01-01-04.wav,393756,48000,4,female,happy,0
03-01-03-01-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-01-01-02-04.wav,396958,48000,4,female,happy,0
03-01-03-01-02-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-01-02-01-04.wav,393756,48000,4,female,happy,0
03-01-03-01-02-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-01-02-02-04.wav,387350,48000,4,female,happy,0
03-01-03-02-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-02-01-01-04.wav,428992,48000,4,female,happy,0
03-01-03-02-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-02-01-02-04.wav,400160,48000,4,female,happy,0
03-01-03-02-02-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-02-02-01-04.wav,403366,48000,4,female,happy,0
03-01-03-02-02-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-03-02-02-02-04.wav,419258,48000,4,female,happy,0
03-01-04-01-01-01-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-04-01-01-01-04.wav,380950,48000,4,female,sad,0
03-01-04-01-01-02-04.wav,datasets\RAVDESS\audio\Actor_04\03-01-04-01-01-02-04.wav,384152,48000,4,female,sad,0
